"","Belgium","Chile","China (People's Republic of)","Greece","India","Ireland","Israel","Spain","Turkey","United Kingdom","United States"
"2020-03-26",5.55073699910504,0.835976779371997,0.00642109895159563,0.630904967689811,0.00562929777451862,3.70400677263844,4.18465220104343,12.1565663172639,0.596454866636822,3.10324690980921,3.19002978060938
"2020-03-27",6.28458443569844,0.918354053251721,0.0066365032295256,0.626911898274054,0.00679106654599526,4.22057190099371,4.49182690142748,13.8312498623637,0.926526777123652,3.53121425741814,3.72846482774637
"2020-03-28",7.89979889579839,1.08539685861893,0.00711859851822278,0.70677328658922,0.00693892802600137,4.78409749556311,4.91801169515404,14.6102860284399,1.16826714058746,3.88115440905417,4.32370383218304
"2020-03-29",9.29498414151938,1.18836845096858,0.00704679709224714,0.7081043097278,0.00663264353170299,5.01596479749531,5.39244382401944,15.6729133380448,1.38501783259484,4.20422569155354,4.76313644719803
"2020-03-30",10.1963538208786,1.33786794800956,0.00718014259763138,0.688138962649016,0.00794227378318574,5.23902701201236,5.99875200226441,16.1240949420656,1.61356920278998,4.62939867677224,5.23763971175447
"2020-03-31",10.6339119176549,1.42405898456891,0.00705705443881418,0.760014212132669,0.00909348102037622,5.59416553775661,7.02159550720814,17.106437568411,2.02329569104415,5.09197312782921,5.92435976212719
"2020-04-01",11.2852483988562,1.47973991969131,0.00718014259763138,0.790627744320139,0.0141630174777288,5.52665986757383,6.34452457075954,16.6683823574707,2.29870269522006,5.57711742896098,6.80619856343998
"2020-04-02",11.3927626740641,1.6391551996993,0.00666727526923002,0.86782708635814,0.0191797462636506,5.95810915091603,6.66456522718061,16.5694765119344,2.5173623204637,5.96445904643527,7.4349339737978
"2020-04-03",11.8590745886285,1.66127502324107,0.00629801079277995,0.86117197066521,0.0177433776007341,6.31618270579867,6.92831732593968,16.3255698126024,2.64179005959044,6.33675409719301,8.02921094046649
"2020-04-04",11.6227932163692,1.78484093406066,0.00557999653301706,0.814586160814689,0.0221264143294869,6.42477878391882,6.84468861169901,16.1585898820211,2.86895311470466,6.60114376949789,8.58916065041444
"2020-04-05",11.0702198484403,1.84586113693453,0.00492352635266277,0.770662397241357,0.0270797739096919,6.98243432021149,6.92670908143507,15.7321347393846,3.09802510305516,6.76407659194266,9.07044190833614
"2020-04-06",11.1452298078877,1.87179472315591,0.00479018084727713,0.722745564252257,0.0372505314272555,7.20256150559014,6.77392585349541,14.872203360138,3.36492867736049,6.97666308455207,9.47834592195534
"2020-04-07",11.7753134672456,1.880947753587,0.00450297514337291,0.6894699857876,0.041337845195996,7.26126208835776,6.19334958732443,14.0479879806686,3.57109346687591,7.18129639189694,9.67307111199034
"2020-04-08",11.8003167870614,1.9854448510085,0.00459529126248416,0.624249851996885,0.0413800913331406,7.71032154653029,5.6175980546674,13.4627950612453,3.91279251616539,7.22192212203159,9.6274617759907
"2020-04-09",12.0453493212561,2.02587073541243,0.00462606330218846,0.547050509958886,0.0441683363846846,7.99795440209174,5.01289812092705,12.5637897677129,4.19045553234779,7.21697825011043,9.79083328058776
"2020-04-10",12.372892810843,2.17537023245341,0.00441065902425989,0.529747209157271,0.0531350789936269,11.2000711920668,4.62852768432097,11.9279228657,4.53076626655634,7.08499836491113,9.88432586003868
"2020-04-11",11.9853413536983,2.29664788566523,0.00483121023355,0.543057440543143,0.0566520699109153,12.691065994365,4.49504339043667,11.2517609895797,4.8995374599236,6.9861209264882,9.74286257915769
"2020-04-12",12.4466526042996,2.27834182480307,0.00545690837419999,0.504457769524129,0.0593241380853116,13.6801708139997,4.44518781079324,10.7407474543086,5.18657160290216,6.96226137069477,9.62899229062157
"2020-04-13",12.2203725599666,2.25393374365353,0.00562102591928992,0.519099024048572,0.0599367070739083,15.5057589380736,4.424280632233,10.2031758679213,5.35056632183488,6.723450861808,9.43221183808229
"2020-04-14",11.1577314677956,2.32334422442253,0.00603131978200982,0.4498858208421,0.06522803575127,16.9351181284657,4.459662011335,9.34080236903186,5.38006801730425,6.47883667718771,9.34488504614429
"2020-04-15",12.7141881263284,2.2669005367642,0.00561076857272136,0.409955126684529,0.0676571886370849,18.9984436127484,4.41623940971,8.982116046485,5.40852847646296,6.46529476714286,9.09269996396786
"2020-04-16",12.2841310254969,2.34927781064394,0.00533382021538418,0.3354178309237,0.0708150873886442,19.6558901397461,4.34065191799243,9.68483597372143,5.53781531837288,6.55922833364471,8.83386807539443
"2020-04-17",11.8403220987666,2.28520659762637,0.00840076683922859,0.283507928518829,0.0713326025686657,17.29025665421,4.24415724771457,9.94125853622315,5.46944080063798,6.69314277742186,8.760009812208
"2020-04-18",11.4577713055851,2.46521619610429,0.00792892889709844,0.204977563342257,0.0768457234660366,17.1112198767687,4.15731204446485,8.76079895384957,5.23429493380847,6.93453269774571,8.70661671608571
"2020-04-19",11.0627188524956,2.52013437869076,0.00688267954715847,0.161053799768929,0.088822503346532,16.4244230583873,3.71343656118729,9.72055197349857,5.09338095309594,7.00353195368871,8.65903957556057
"2020-04-20",11.744059317476,2.60174890003456,0.00619543732709849,0.133102313858614,0.0854005662378196,14.6898208376033,3.48989057504386,9.19183307081657,5.1942073358472,7.14561453368343,8.78524143912257
"2020-04-21",12.2978828513956,2.55064448012771,0.00561076857272149,0.307466345013386,0.0907552641208979,13.3866679001616,3.30172596800228,9.65766739269471,5.2894804582747,7.23739859065429,8.65676566810914
"2020-04-22",10.3963803794049,2.63302175400743,0.00525176144283998,0.287500997934586,0.0955607622210959,12.1040601666886,3.16341694060428,9.38537105251443,5.08158027490823,7.32445372665714,8.80286422187214
"2020-04-23",9.98632593442601,2.6192922083608,0.00493378369922994,0.340741923478043,0.101887121258502,12.7262863440256,3.13125205051171,8.570618886661,4.78916641099106,7.28683730986571,8.95735874161029
"2020-04-24",10.1951036548879,2.65666708262106,0.00142577117295842,0.354052154863914,0.107495295964447,12.3388624977591,3.05083982528043,3.709274472568,4.5755394279158,7.28490275128785,8.93781188332457
"2020-04-25",10.1788514970076,3.0044822390021,0.00125139628130284,0.360707270556828,0.111540363596043,11.1619158132677,2.83855155066929,4.32835180203615,4.41553611484071,7.07597042488114,9.04652215110515
"2020-04-26",9.54876783764971,3.09219878063329,0.00109753608277994,0.375348525081271,0.108519764790204,11.7724018740513,2.528160361276,2.73517400001714,4.134402310956,6.992784406034,9.06344527002372
"2020-04-27",8.38111280225229,3.14025219039646,0.00103599200337287,0.384665687051386,0.115247462130481,11.7283764369756,2.25315055098457,2.82522716184815,3.693091654611,6.95796235163286,8.79328757318186
"2020-04-28",7.973558689255,3.31339701605106,0.000892389151419934,0.219618817866715,0.118753891513484,11.2617068039729,2.05533647691529,2.01322238059286,3.30800775904314,6.94764470588443,8.73267919379971
"2020-04-29",7.46349096501285,3.35611115806277,0.0007795583391713,0.223611887282471,0.123485458873681,10.5132743736853,1.82535751275343,1.38223971786571,3.28249746943129,6.93582240346428,8.62851674092228
"2020-04-30",7.153449799297,3.8305432354071,0.000738528952898562,0.170370961739014,0.124478243096579,8.81976256083871,1.60985274913329,0.125463896652572,3.19555423748928,6.89197240903329,8.43606545833886
"2020-05-01",5.924536630351,4.20505473054546,0.000615440794082886,0.1623848229075,0.134416646859847,7.77489218757457,1.39756447452214,3.73216934421985,3.03346845179271,6.83801971980685,8.55168490645315
"2020-05-02",5.24069583338915,5.09213592982431,0.000512867328401421,0.151736637798815,0.141693543983006,7.67510119686971,1.23352353505014,3.25931392836871,2.88110087166257,6.72323591085485,8.41953590032557
"2020-05-03",4.71562611725772,5.66801409444643,0.000533382021538425,0.145081522105886,0.1543568235921,6.58620538652985,1.14346184279085,3.00136504109029,2.76187931408929,6.61662023812057,8.326655526727
"2020-05-04",4.47559424702615,6.04786485733623,0.000492352635267082,0.130440267581443,0.179398221384566,6.234001889924,1.02284350494386,2.60879430849857,2.67215945198543,6.33267002908429,8.34231050495129
"2020-05-05",3.96927702075643,6.67408468932938,0.00028720570390555,0.101157758532543,0.19091029375647,6.18117136543314,0.818596452855854,2.61184695805214,2.57497739632157,6.10955093977328,8.34336000069814
"2020-05-06",3.65298502508672,7.0646139877221,0.000266691010768546,0.115799013056986,0.210438570651563,5.85538313107271,0.791256296277139,2.2614027893,2.45644999628871,5.76262010148058,8.26114950052615
"2020-05-07",3.62673153928014,7.36590123941189,0.000194889584792777,0.115799013057,0.226946248740817,5.20380666235172,0.660988491402284,2.44578282233686,2.34573186858586,5.50618361444014,8.18234986153143
"2020-05-08",3.72424448656172,7.67557876899667,0.000174374891657043,0.1051508279483,0.236979706312662,5.013029768357,0.527504197518144,2.33252952389857,2.28672847764714,5.14549591514943,7.82770775706628
"2020-05-09",3.84926108564072,8.38646413247729,0.000317977743609849,0.119792082472757,0.244066495818669,4.64908615519758,0.466390906342285,2.135633627692,2.21089176635243,4.91334888580857,7.73019211058572
"2020-05-10",3.96927702075643,8.70605744502929,0.000471837942129952,0.119792082472757,0.260405189359346,4.37319341618957,0.469607395351569,2.10144395269171,2.18867872505771,4.77255601153242,7.49016368747714
"2020-05-11",3.978028182692,8.87157474532457,0.00046158059556126,0.125116175027086,0.256972690716346,4.000444715615,0.447091972286715,2.87712220425914,2.10190903250071,4.81683590786971,7.28065809900686
"2020-05-12",4.08804278988143,9.08895921806272,0.000512867328401421,0.135764360135786,0.262897711450877,3.69520168522329,0.432617771745144,2.65611037657928,2.07969599120614,4.75364032766029,7.21003578104
"2020-05-13",4.00053117052615,10.330720346546,0.000553896714674286,0.129109244442857,0.26475654148524,3.38408859655472,0.390803414624858,2.55384661653386,1.97314280874614,4.63842661680214,7.02982861550357
"2020-05-14",3.58547606158414,11.1895797019956,0.000553896714674159,0.122454128749914,0.270861108302636,4.23231201754728,0.328081878944142,2.47050928372086,1.91379233903729,4.39058816788543,7.01006311227072
"2020-05-15",3.29168705374857,12.0369977694066,0.000635955487218493,0.158391753491743,0.2755398679914,4.15306623081086,0.294308744346997,2.23637106296043,1.88949682512128,4.27644921179286,6.91796986048229
"2020-05-16",2.99164721595915,13.5830971597231,0.000553896714674286,0.145081522105886,0.294033114526452,3.78031753023628,0.271793321282143,2.17348648215643,1.90060334576857,4.25968303745171,6.87297273033499
"2020-05-17",2.749115013746,14.121600450085,0.000451323248994218,0.157060730353157,0.301394503923897,3.27549251843471,0.249277898217428,1.93782193661929,1.87040749275871,4.15306736471742,6.85176417045015
"2020-05-18",2.63785024056557,14.9461359414181,0.000533382021538552,0.146412545244471,0.312198953498632,3.12580603237715,0.229978964161854,1.27295486384729,1.87804322570371,3.93553700018671,6.985093859293
"2020-05-19",2.51533397346843,16.3663811633074,0.000461580595562783,0.127778221304257,0.339901857931206,2.96144440062772,0.228370719657281,1.22319667612372,1.759689365056,3.86309852899429,6.90122165752185
"2020-05-20",2.50283231356043,17.4174541578099,0.000400036516154183,0.119792082472743,0.358807004303416,2.68261663248143,0.189772851546141,1.17954378750743,1.643938595185,3.73670736857543,7.00376613778943
"2020-05-21",2.434073184067,18.4128462171899,0.000348749783314276,0.110474920502657,0.382633825652973,1.65535643404757,0.181731629023,1.06751154889057,1.52697304961814,3.72295050757757,6.95015439671986
"2020-05-22",2.33405990480386,19.7659692159179,0.000441065902425652,0.0851854808695143,0.41200545250276,1.61426602611029,0.192989340555429,1.41673465782143,1.39577727447186,3.61977405009272,6.90161521842685
"2020-05-23",2.27655226922744,23.0892820149359,0.000410293862721353,0.0758683188993997,0.430646560517817,1.56730555989615,0.192989340555425,1.40177667500886,1.32219657518357,3.498541712548,6.77405775619186
"2020-05-24",2.26530077531043,24.123574453648,0.000420551209289918,0.0585650180977859,0.452435005750142,1.54676035592743,0.189772851546141,1.548914383492,1.28280313476271,3.39729981364086,6.84830958028342
"2020-05-25",2.22904596157758,26.1196978401594,0.000400036516154183,0.061227064374957,0.471276782916646,1.46164451091443,0.181731629023,1.15817524063229,1.25312789990828,3.190087094859,6.69665744485971
"2020-05-26",2.08027620867357,26.4583599661094,0.000410293862721353,0.0692132032064856,0.468066076493646,1.420554102977,0.226762475152574,1.288828641526,1.24028598540971,2.88937071148129,6.63399380297329
"2020-05-27",2.01151707918029,26.6795582015271,0.000441065902425652,0.0705442263450716,0.486443146151549,1.43229421953057,0.266968587768286,1.13070139465,1.25121896667185,2.695270000838,6.44420998874658
"2020-05-28",2.01776790913415,27.2058574513143,0.000441065902425652,0.0705442263450574,0.498081956934897,1.320763112272,0.36346325804614,1.48633506764328,1.28957117078214,2.51944012120757,6.29212056342842
"2020-05-29",1.93775728572357,26.7626982279427,0.000430808555858483,0.0465858098505143,0.514315035132713,1.08596078120143,0.514638241481142,1.14169093304286,1.32237011456871,2.40487126320871,6.33012105526314
"2020-05-30",1.72022840332629,29.3148682131424,0.000451323248994218,0.0519099024048571,0.532343574159173,1.01845511101871,0.553236109592286,1.202133394204,1.28714161939057,2.31867593101828,6.43660114458171
"2020-05-31",1.61146396212757,30.1699138059124,0.000523124674969987,0.0519099024048571,0.549970774882757,1.03019522757215,0.672246202934717,1.131617189516,1.23473272508614,2.25741490938671,6.38823688224658
"2020-06-01",1.46894503917757,30.6084965140684,0.000533382021537156,0.0479168329890999,0.5641971615662,1.06835060637115,0.797689274295711,1.29371288081158,1.20696642346786,2.22108819831386,6.33012105526329
"2020-06-02",1.45019254931572,30.2759364084057,0.000594926100947151,0.0598960412363714,0.595649410670357,0.971494644804563,0.911874634124427,1.12123818103372,1.17885304307943,2.18046246817928,6.41180680756185
"2020-06-03",1.36643142793286,30.7442664654627,0.000553896714674159,0.0452547867119283,0.620363400899957,0.903988974621719,1.00354457088814,1.24151257344529,1.14969842638028,2.08158502975628,6.46900432576643
"2020-06-04",1.14765237954472,30.7518939908219,0.000666727526922793,0.061227064374957,0.6477072131668,0.883443770653141,1.108080463689,0.840699687058857,1.11603178566814,1.97453945511571,6.44005573474858
"2020-06-05",1.05764042820786,31.1424232892147,0.000553896714674286,0.0771993420379999,0.662134269001671,0.842353362715707,1.13059588675386,0.736909602236714,1.07941497540914,1.88898897578471,6.48448438803301
"2020-06-06",1.10764706783943,31.7541508230253,0.000594926100947024,0.0865165040081004,0.684334614071157,0.745497401149156,1.20939986748057,0.635561637057582,1.061193339972,1.82170932746642,6.37927243940857
"2020-06-07",1.056390262217,32.9554860671044,0.000461580595562783,0.106481851086886,0.706323728454943,0.61929114819871,1.294636826226,0.632203722548573,1.07420879385571,1.74604659197757,6.32797833477999
"2020-06-08",1.038887938346,32.3651156042998,0.000420551209289918,0.174364031154786,0.7135161333038,0.42557922506543,1.42168814209171,0.634645842191568,1.10232217424414,1.670813758395,6.33143292494685
"2020-06-09",1.02763644442886,32.6587753306304,0.000379521823017053,0.161053799768914,0.728270596701571,0.437319341618864,1.50531685633228,0.620908919200425,1.13824482696271,1.60396401198285,6.19171880364386
"2020-06-10",1.10514673585786,33.2346534952524,0.000502609981834252,0.174364031154772,0.736994424021915,0.352203496605853,1.73529582049429,0.596487722771566,1.147789493144,1.56892700662871,6.24896005083813
"2020-06-11",1.18015669530514,33.97604896017,0.000461580595562783,0.181019146847714,0.7479889812138,0.281762797284711,1.814099801221,0.624877363619995,1.14761595375886,1.51927333646414,6.31560303076471
"2020-06-12",1.1401513836,35.9187796691674,0.00052312467496986,0.187674262540628,0.768974749840385,0.255347535039294,1.90576973798485,0.681046115406145,1.193603890814,1.50723608309086,6.28337476553785
"2020-06-13",1.05764042820787,31.4887129405239,0.0010257346568043,0.175695054293371,0.784721997461043,0.328723263498708,2.01995509781343,0.700583072548998,1.29443027356543,1.52744147268157,6.451775103922
"2020-06-14",1.003883290604,31.8952600421706,0.00147705790579858,0.165046869184686,0.7914602563356,0.299372972115001,2.013522119795,0.725920063843854,1.40688379511914,1.546572107507,6.50394378833956
"2020-06-15",0.940124825073718,32.2362104257287,0.00187709442195283,0.113136966779815,0.814959670122286,0.334593321775563,2.04407876538286,0.73019377321886,1.511528044343,1.533030197462,6.59664924598029
"2020-06-16",0.89761918138686,33.0752382152448,0.00229764563124281,0.119792082472757,0.822944190042614,0.349268467467563,2.24832581747071,0.721035824557995,1.593785712887,1.516693925027,6.823077953369
"2020-06-17",0.843862043782859,30.1790668363438,0.00255407929544425,0.179688123709129,0.848524226083686,0.322853205222145,2.29818139711414,0.733551687727868,1.68177018113986,1.47649809679843,7.06822266824343
"2020-06-18",0.796355736132863,29.293511142137,0.00285154234591564,0.185012216263472,0.876575661147686,0.343398409190724,2.476696537128,0.781783550674585,1.73678216622086,1.47929245918872,7.280745556986
"2020-06-19",0.821359055948719,28.9395939654671,0.00272845418709996,0.171701984877615,0.908872832994743,0.346333438329144,2.67933534471114,0.722256884379574,1.74007941453814,1.46424589247214,7.56319109986386
"2020-06-20",0.790104906178988,26.7832925464128,0.002738711533667,0.1916673319564,0.945563603104843,0.231867301932295,2.69541778975743,0.712183140852712,1.703462604279,1.41652678088543,7.87183030742457
"2020-06-21",0.651336481201288,25.7680689210986,0.00243099113662705,0.192998355094986,0.980722950743429,0.223062214517004,2.75492283642857,0.715541055361574,1.63925303178686,1.37719075646929,8.14203173325572
"2020-06-22",0.562574695855283,25.35999631438,0.00252330725573843,0.203646540203671,1.02577845600816,0.181971806579717,2.991334778609,0.731109568084987,1.57330806544343,1.34731257398929,8.65593481730943
"2020-06-23",0.818858723967003,24.4378284984486,0.00236944705721845,0.204977563342257,1.07852275823319,0.167296660887717,3.23417969880785,0.739962251790433,1.53877372780586,1.30410743241757,9.21509740544715
"2020-06-24",0.817608557976284,25.7718826837786,0.00220532951212852,0.142419475828714,1.12120191828353,0.161426602610991,3.58156051180772,0.733551687727705,1.549706709068,1.25638832083086,9.57594902641486
"2020-06-25",0.823859387930288,25.9038388724929,0.0021232707395857,0.125116175027086,1.16038521048516,0.146751456919138,3.92572483579814,0.677077670986429,1.57643177437557,1.18695916298157,10.0955806080869
"2020-06-26",0.787604574197289,24.3829103158628,0.00236944705721858,0.141088452690129,1.20301156286406,0.135011340365574,4.173394489511,0.711267345986568,1.60801594246629,1.11280108416443,10.7211675312041
"2020-06-27",0.823859387930158,23.65905815927,0.00194889584792999,0.146412545244457,1.25057015175459,0.18490683571799,4.55776492611728,0.772625602013851,1.62953482622043,1.10592265366543,11.1165213248503
"2020-06-28",0.93137366313816,22.5980693818014,0.00189760911508844,0.146412545244471,1.29944893243091,0.176101748302991,4.89871276109857,0.762551858487005,1.65799528537914,1.05927829684428,11.779890094855
"2020-06-29",1.01388461853016,22.14728263307,0.00160014606461565,0.137095383274371,1.3373542789839,0.231867301932149,5.56130949700543,0.752783379915432,1.68610866576771,1.00081163760286,12.1848205371916
