"","Country","Q1_2020_cases","Q2_2020_cases","Q3_2020_cases","Q1rate100kcases","Q2rate100kcases","Q3rate100kcases","Q1_2020_deaths","Q2_2020_deaths","Q3_2020_deaths","Q1rate100kdeaths","Q2rate100kdeaths","Q3rate100kdeaths","Population2018","Density2018","Urban2018"
"153","South Sudan",0,2007,2704,0,18.2854831303435,24.6357480739656,0,38,49,0,0.346212435950699,0.446431825304849,10975920,NA,19.615
"154","Spain",95923,249271,769188,204.97351219035,532.655904811158,1643.64298337907,8464,28355,31791,18.0863380751136,60.5905146644431,67.9327473707392,46797754,93.6771974435832,80.321
"155","Sri Lanka",143,2047,3380,0.65989847715736,9.44623904014767,15.597600369174,2,11,13,0.00922934933087217,0.050761421319797,0.0599907706506691,21670000,345.558922022006,18.476
"156","Sudan",7,9257,13640,0.0167457973371455,22.1451208499937,32.6303822398092,2,572,836,0.00478451352489872,1.36837086812103,1.99992665340766,41801533,NA,34.642
"157","Suriname",9,515,4877,1.56252441444398,89.4111192709608,846.714618804808,0,13,104,0,2.25697970975241,18.0558376780193,575991,3.69225,66.06
"158","Sweden",4834,67924,92863,47.5076003315508,667.543699818009,912.639282082912,385,5515,5893,3.78370420514006,54.2003342632401,57.9152438464685,10175214,24.9814981218237,87.431
"159","Switzerland",16605,31714,53282,195.024176303265,372.477972133799,625.792120553481,433,1963,2074,5.08554461543593,23.0552519170918,24.3589365644668,8514329,215.465350480429,73.797
"160","Syria",10,279,4200,0.05914960727914,1.650274043088,24.8428350572388,2,9,200,0.011829921455828,0.053234646551226,1.1829921455828,16906283,92.0671077710614,54.162
"161","Tajikistan",0,5900,9769,0,64.8292019734009,107.341775267484,0,52,76,0,0.571376017392686,0.835088025420079,9100837,65.5727141724908,27.134
"162","Tanzania",19,509,509,0.0337367850349588,0.903790714883895,0.903790714883895,1,21,21,0.00177562026499783,0.0372880255649544,0.0372880255649544,56318348,63.5790787988259,33.776
"163","Thailand",1651,3171,3569,2.37798516356188,4.56728707065701,5.14053849106745,10,58,59,0.0144033020203627,0.0835391517181037,0.0849794819201399,69428524,135.897206835131,49.949
"164","Timor-Leste",1,24,28,0.0788660948349017,1.89278627603764,2.20825065537725,0,0,0,0,0,0,1267972,85.270477471419,30.578
"165","Togo",34,650,1784,0.430974710150494,8.23922239993591,22.6134965561318,1,14,48,0.0126757267691322,0.17746017476785,0.608434884918344,7889094,145.046773303916,41.702
"166","Trinidad and Tobago",87,130,4531,6.25963227898102,9.35347352031646,326.004527081184,3,8,76,0.21584938893038,0.575598370481013,5.46818451956962,1389858,270.927485380117,53.184
"167","Tunisia",394,1174,18413,3.40677086197528,10.1511395735,159.210334724748,10,50,265,0.0864662655323676,0.432331327661838,2.29135603660774,11565204,74.4413233779609,68.945
"168","Turkey",13531,199906,318663,16.4371299398429,242.840950244197,387.104067550081,214,5131,8195,0.259961998900774,6.23301409513958,9.95508682706468,82319724,106.960128893104,75.143
"169","US",192177,2628824,7218052,58.8259420430046,804.69071879184,2209.46683846346,5272,127787,207199,1.6137746267801,39.1159746267734,63.4242201999641,326687501,35.7136220923495,82.256
"170","Uganda",44,889,8129,0.102988687231058,2.08083961246387,19.0271599659379,0,0,75,0,0,0.175548898689303,42723139,213.061734490325,23.774
"171","Ukraine",645,45254,214446,1.44545854628822,101.415164424383,480.577989794301,17,1173,4221,0.0380973570339531,2.62871763534277,9.45934964943036,44622518,77.0296708039151,69.352
"172","United Arab Emirates",664,48667,94190,6.8944328389312,505.318317729314,977.991911293569,6,315,419,0.062299091918053,3.27070232569778,4.35055325227737,9630959,135.609110109828,86.522
"173","United Kingdom",38815,285216,455846,58.4032487102384,429.152157262382,685.891725146653,2457,40479,42233,3.69694144225314,60.9069974118702,63.5461652139507,66460344,274.708981936924,83.398
"174","Uruguay",338,936,2046,9.79909251126098,27.1359484927227,59.3164002308875,1,27,48,0.0289913979623106,0.782767744982386,1.39158710219091,3449299,19.7080276539824,95.334
"175","Uzbekistan",172,8503,56717,0.521906414897394,25.8009898015845,172.098640312416,2,26,470,0.00606867924299295,0.0788928301589084,1.42613962210334,32956100,77.4708509637988,50.478
"176","Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,292680,24.0098441345365,25.274
"177","Venezuela",135,5832,75122,0.467610281122105,20.200764144475,260.206070655221,3,51,628,0.0103913395804912,0.176652772868351,2.17525375218283,28870195,32.7307919052208,88.208
"178","Vietnam",212,355,1094,0.221895670412499,0.371570580171874,1.14506539354375,0,0,35,0,0,0.0366337191718749,95540395,308.125245912213,35.919
"179","West Bank and Gaza",119,2428,39899,2.60445905276043,53.1397191605238,873.237913832676,1,8,311,0.0218862105273986,0.175089684219189,6.80661147402096,4569087,758.984551495017,76.164
"180","Yemen",0,1158,2034,0,4.06334509375818,7.13717091597939,0,312,587,0,1.09478727914728,2.05974401557517,28498687,53.9778529083092,36.642
"181","Zambia",35,1594,14759,0.201707924389727,9.18635518506356,85.0573501733708,0,24,332,0,0.138314005295813,1.91334373992541,17351822,23.3414789007116,43.521
"182","Zimbabwe",8,591,7838,0.0554054299260518,4.09307613578707,54.2834699700492,1,7,228,0.00692567874075647,0.0484797511852953,1.57905475289247,14439018,37.3245909267158,32.209
